redshift_derivative_order,ell,s_Mpc_h,value,jackknife_sigma
2.000000000000000000e+00,2.000000000000000000e+00,1.180000000000000000e+02,1.325782562245311214e-01,6.603222548782720913e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.220000000000000000e+02,1.474029589496780590e-01,6.508924946110503096e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.260000000000000000e+02,6.865971671786161301e-02,6.571345077732362872e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.300000000000000000e+02,1.033756147760387240e-01,6.015161729628972637e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.340000000000000000e+02,4.987951904460741215e-02,6.156958592337533759e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.380000000000000000e+02,5.546359292543249359e-02,6.106073745288206900e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.420000000000000000e+02,6.594509915878656037e-02,6.457011538803260342e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.460000000000000000e+02,3.621311819414310684e-02,6.346468860547059554e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+02,4.581654085875434823e-02,6.530609684951656224e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.540000000000000000e+02,3.650455161457961950e-02,5.847823535397401323e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.580000000000000000e+02,-2.548292905186447244e-03,5.756826405471616309e-02
2.000000000000000000e+00,4.000000000000000000e+00,4.200000000000000000e+01,-2.043054341358280790e-01,1.394644284814242075e-01
2.000000000000000000e+00,4.000000000000000000e+00,4.600000000000000000e+01,-1.988040644805553758e-01,1.251331714983412169e-01
2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+01,-1.378906226363188769e-01,1.140046464243609364e-01
2.000000000000000000e+00,4.000000000000000000e+00,5.400000000000000000e+01,-1.069727147434714892e-01,1.159358660170281136e-01
2.000000000000000000e+00,4.000000000000000000e+00,5.800000000000000000e+01,2.311746710796101084e-02,1.264698504731287532e-01
2.000000000000000000e+00,4.000000000000000000e+00,6.200000000000000000e+01,-5.996340846918066236e-02,1.096859299185910658e-01
2.000000000000000000e+00,4.000000000000000000e+00,6.600000000000000000e+01,6.990438982721747241e-02,9.594172127412327333e-02
2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+01,-8.862596679465750693e-02,1.050027379399244704e-01
2.000000000000000000e+00,4.000000000000000000e+00,7.400000000000000000e+01,5.383645184338855388e-02,1.068931546340033262e-01
2.000000000000000000e+00,4.000000000000000000e+00,7.800000000000000000e+01,-2.835585882881414693e-02,9.789126027495746729e-02
2.000000000000000000e+00,4.000000000000000000e+00,8.200000000000000000e+01,-1.491957218761499199e-02,8.837796431135147568e-02
2.000000000000000000e+00,4.000000000000000000e+00,8.600000000000000000e+01,-8.469380607116995877e-03,8.614061746786956519e-02
2.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+01,-3.262970491416921498e-02,9.118713734100900026e-02
2.000000000000000000e+00,4.000000000000000000e+00,9.400000000000000000e+01,6.845295310851694237e-02,8.681451448578397789e-02
2.000000000000000000e+00,4.000000000000000000e+00,9.800000000000000000e+01,3.479940690282212062e-02,8.429965271551850825e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.020000000000000000e+02,7.066966807355007374e-02,7.927876367820212156e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.060000000000000000e+02,-1.806995363181709835e-02,8.221495769461735492e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.100000000000000000e+02,4.307737832430037772e-02,7.787199368923176934e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.140000000000000000e+02,9.151408547412152872e-02,7.520142233172943946e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.180000000000000000e+02,5.325506916797471957e-02,8.084349294261737595e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.220000000000000000e+02,3.111699902365086534e-02,8.220024084794930186e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.260000000000000000e+02,2.787057242369715693e-02,8.343785784453709720e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.300000000000000000e+02,5.228704885255151119e-03,7.436724433753182095e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.340000000000000000e+02,-3.810656197247505594e-02,8.073091249980719752e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.380000000000000000e+02,-6.618853188149004252e-02,7.235859303474295734e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.420000000000000000e+02,-4.076998071038184790e-02,7.455930399599128289e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.460000000000000000e+02,-5.986155072659761489e-02,7.223996129707585534e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.500000000000000000e+02,-8.219439922904452078e-02,7.033249707216653046e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.540000000000000000e+02,-9.179439441548718770e-02,6.694993605408423865e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.580000000000000000e+02,-6.579293904607205756e-02,6.280890966796522090e-02
