redshift_derivative_order,ell,s_Mpc_h,value,jackknife_sigma
0.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+01,-1.525277926432153097e-02,1.238169308991189307e-03
0.000000000000000000e+00,2.000000000000000000e+00,7.400000000000000000e+01,-1.352008879443913035e-02,1.149651554206032860e-03
0.000000000000000000e+00,2.000000000000000000e+00,7.800000000000000000e+01,-1.197804676621129147e-02,1.110078150457467685e-03
0.000000000000000000e+00,2.000000000000000000e+00,8.200000000000000000e+01,-1.034250748699538057e-02,1.197525034299137380e-03
0.000000000000000000e+00,2.000000000000000000e+00,8.600000000000000000e+01,-8.500694206366411418e-03,1.110176339027020261e-03
0.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+01,-7.327411962827204070e-03,1.163699981453472556e-03
0.000000000000000000e+00,2.000000000000000000e+00,9.400000000000000000e+01,-7.256793965217795545e-03,1.139360909237385972e-03
0.000000000000000000e+00,2.000000000000000000e+00,9.800000000000000000e+01,-7.506860872715417042e-03,1.075437225480664789e-03
0.000000000000000000e+00,2.000000000000000000e+00,1.020000000000000000e+02,-6.845969473638224487e-03,1.078951926085565524e-03
0.000000000000000000e+00,2.000000000000000000e+00,1.060000000000000000e+02,-6.109016353007807112e-03,1.041728203210704135e-03
0.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+02,-6.217878490182878262e-03,1.078615142289921598e-03
0.000000000000000000e+00,2.000000000000000000e+00,1.140000000000000000e+02,-5.987486925430848470e-03,1.074448311730088123e-03
0.000000000000000000e+00,2.000000000000000000e+00,1.180000000000000000e+02,-4.984558119806086970e-03,9.466276853521822477e-04
0.000000000000000000e+00,2.000000000000000000e+00,1.220000000000000000e+02,-5.233735333699553009e-03,9.981413131000744284e-04
0.000000000000000000e+00,2.000000000000000000e+00,1.260000000000000000e+02,-4.903765864715659353e-03,9.261634132325989935e-04
