quantity_index,z,p2p5,p16,median,p84,p97p5
5.000000000000000000e+00,4.233333333333333393e-01,-8.753303478611171329e+01,-6.942690042099336267e+01,-4.079560854958426575e+01,1.591566413226800059e+01,1.051012281529441736e+02
5.000000000000000000e+00,4.280000000000000471e-01,-8.857553803622312216e+01,-7.022158060205180163e+01,-4.076151189557369747e+01,1.591171223515949507e+01,1.038348416581807498e+02
5.000000000000000000e+00,4.326666666666666994e-01,-8.972063051825924163e+01,-7.101957916831518958e+01,-4.074528702876855846e+01,1.590668979353913670e+01,1.025880231103304965e+02
5.000000000000000000e+00,4.373333333333333517e-01,-9.086361607776078131e+01,-7.179489112362024628e+01,-4.078881185042289559e+01,1.590061302447044866e+01,1.013604864890148889e+02
5.000000000000000000e+00,4.420000000000000040e-01,-9.170666197833813271e+01,-7.242387526994910729e+01,-4.094635188508174650e+01,1.589349816775151147e+01,1.001519506656436818e+02
5.000000000000000000e+00,4.466666666666667118e-01,-9.305433700363991534e+01,-7.346970434296784447e+01,-4.096221873093855237e+01,1.588536147813830368e+01,9.896213931842562772e+01
5.000000000000000000e+00,4.513333333333333641e-01,-9.491935420382006328e+01,-7.413615982583480957e+01,-4.114718772309197448e+01,1.587621921778898759e+01,9.779078084921088987e+01
5.000000000000000000e+00,4.560000000000000164e-01,-9.605690843811267143e+01,-7.480654872518771015e+01,-4.114838984492329388e+01,1.586608764892753420e+01,9.663760830212154929e+01
5.000000000000000000e+00,4.606666666666666687e-01,-9.713877526987883471e+01,-7.541495259491368586e+01,-4.112118649966013351e+01,1.585498303357821470e+01,9.550235932520946847e+01
5.000000000000000000e+00,4.653333333333333766e-01,-9.833462177126321535e+01,-7.579818854276636841e+01,-4.099510387702662939e+01,1.584292160627628832e+01,9.438477596882751186e+01
5.000000000000000000e+00,4.700000000000000289e-01,-9.978227368229929084e+01,-7.636051634639990482e+01,-4.102313126480508743e+01,1.582991958758391071e+01,9.328460473291072219e+01
5.000000000000000000e+00,4.746666666666666812e-01,-1.014250680732952503e+02,-7.696443551200914612e+01,-4.098928556724408168e+01,1.581599317093719748e+01,9.220159645123709424e+01
5.000000000000000000e+00,4.793333333333333890e-01,-1.028142716325651236e+02,-7.748895783412004334e+01,-4.097453257185807729e+01,1.580115851637569158e+01,9.113550621838226107e+01
