quantity_index,z,p2p5,p16,median,p84,p97p5
1.000000000000000000e+00,1.076666666666666661e+00,1.508747035322572572e+01,1.616009512999571385e+01,1.735075739437748865e+01,1.874568996830099721e+01,2.079860541672540464e+01
1.000000000000000000e+00,1.081333333333333258e+00,1.503000295759139249e+01,1.611563448095878925e+01,1.731517080306387513e+01,1.874539340138997900e+01,2.079972698946377818e+01
1.000000000000000000e+00,1.086000000000000076e+00,1.497279261232099223e+01,1.607526654714942183e+01,1.727857752089675003e+01,1.871882180273669505e+01,2.080090321482725102e+01
1.000000000000000000e+00,1.090666666666666895e+00,1.491335594768200323e+01,1.602747803830243001e+01,1.724102389413965497e+01,1.871097396909254940e+01,2.080213434673992623e+01
1.000000000000000000e+00,1.095333333333333492e+00,1.485373527702084751e+01,1.598423424813674032e+01,1.720653067467645059e+01,1.870863814384251000e+01,2.080342060492407796e+01
1.000000000000000000e+00,1.100000000000000089e+00,1.479135380350702889e+01,1.594477384694774535e+01,1.717668768210651464e+01,1.870161408408477044e+01,2.080476222026742050e+01
2.000000000000000000e+00,4.000000000000000222e-01,2.251286972561716482e+01,2.316245203974184008e+01,2.368508166928526038e+01,2.417119574626612533e+01,2.462107180384324678e+01
2.000000000000000000e+00,4.046666666666666745e-01,2.239945557958892408e+01,2.308171368181892902e+01,2.362486927233469558e+01,2.411435352592686954e+01,2.458867529217951642e+01
2.000000000000000000e+00,4.093333333333333823e-01,2.229950260434309683e+01,2.300042648433031545e+01,2.356762759785361183e+01,2.406540398677726600e+01,2.452990490081870334e+01
2.000000000000000000e+00,4.140000000000000346e-01,2.219714470298075781e+01,2.292380333750296728e+01,2.350284473848890698e+01,2.402316656682593177e+01,2.449017493600574724e+01
2.000000000000000000e+00,4.186666666666666869e-01,2.209031956032761457e+01,2.284707748536174776e+01,2.343053128960487541e+01,2.397671245021957631e+01,2.446651360666164976e+01
2.000000000000000000e+00,4.233333333333333393e-01,2.196492156971073229e+01,2.276274096961106252e+01,2.336817406827777077e+01,2.392973883880171471e+01,2.444143349994228842e+01
2.000000000000000000e+00,4.280000000000000471e-01,2.184097984885515942e+01,2.267061627659733603e+01,2.330683298749133670e+01,2.389228674126340124e+01,2.441207488947552307e+01
2.000000000000000000e+00,4.326666666666666994e-01,2.173450511026643994e+01,2.258754004258376114e+01,2.324693202202905340e+01,2.385117318124981978e+01,2.439074923126726091e+01
2.000000000000000000e+00,4.373333333333333517e-01,2.161649869777387423e+01,2.249860984736206859e+01,2.317873504333227075e+01,2.381101587388445040e+01,2.436462045312100244e+01
2.000000000000000000e+00,4.420000000000000040e-01,2.150382473738376277e+01,2.241252040416128111e+01,2.311772094560471302e+01,2.376842547064509503e+01,2.435187422963121051e+01
2.000000000000000000e+00,4.466666666666667118e-01,2.138438288578179680e+01,2.231905424370063074e+01,2.305806631474857582e+01,2.373581722091105917e+01,2.433943453392409495e+01
2.000000000000000000e+00,4.513333333333333641e-01,2.126063391818437509e+01,2.222489995646591154e+01,2.299417050808519392e+01,2.370065156705837239e+01,2.432678401840909643e+01
2.000000000000000000e+00,4.560000000000000164e-01,2.112610722111582362e+01,2.212694997694907073e+01,2.293718032457763201e+01,2.365612502016414354e+01,2.430524890780653280e+01
2.000000000000000000e+00,4.606666666666666687e-01,2.099423089109578200e+01,2.204151149693095491e+01,2.287443309301932359e+01,2.362007680078598426e+01,2.428920472013574638e+01
2.000000000000000000e+00,4.653333333333333766e-01,2.085821932256329703e+01,2.195055173536019666e+01,2.281534401003217738e+01,2.358029593504859278e+01,2.429566881137741063e+01
2.000000000000000000e+00,4.700000000000000289e-01,2.072233522999840361e+01,2.186523143811178116e+01,2.275465597430423514e+01,2.354463337470696871e+01,2.429076065834229325e+01
2.000000000000000000e+00,4.746666666666666812e-01,2.058704809784209289e+01,2.177595865065801206e+01,2.269001313898711913e+01,2.349094347953687745e+01,2.426975871569170806e+01
2.000000000000000000e+00,4.793333333333333890e-01,2.045235740752661258e+01,2.167823684029278297e+01,2.262990842320208529e+01,2.345878865054215368e+01,2.425696667813756591e+01
2.000000000000000000e+00,4.840000000000000413e-01,2.032788291325632457e+01,2.158778855999177537e+01,2.256604049058197603e+01,2.342018719600406840e+01,2.425175817706206871e+01
2.000000000000000000e+00,4.886666666666666936e-01,2.020978009783974016e+01,2.149257363267916432e+01,2.250557610301884282e+01,2.338593619820821345e+01,2.423764702213653166e+01
2.000000000000000000e+00,4.933333333333333459e-01,2.009009082929517831e+01,2.139665018235591631e+01,2.243510409393267580e+01,2.335282767788000058e+01,2.420921937141706337e+01
2.000000000000000000e+00,4.979999999999999982e-01,1.996551815428939847e+01,2.130817565734507824e+01,2.237392544396112015e+01,2.331303709493258935e+01,2.420149346202895657e+01
2.000000000000000000e+00,5.026666666666667060e-01,1.983875710049683505e+01,2.122556379365183332e+01,2.231184835508173947e+01,2.327392068041378081e+01,2.418147838734584099e+01
2.000000000000000000e+00,5.073333333333334139e-01,1.971254941382062853e+01,2.113712597313065800e+01,2.225840978366929335e+01,2.323659752874321427e+01,2.415740062821737411e+01
2.000000000000000000e+00,5.120000000000000107e-01,1.958689451400579173e+01,2.104438092640713975e+01,2.219231717579676300e+01,2.320407579853918634e+01,2.415262533557434921e+01
2.000000000000000000e+00,5.166666666666667185e-01,1.945955989806995490e+01,2.095465606776816969e+01,2.213650618421376137e+01,2.317266359686717792e+01,2.414247134575352050e+01
