z,W_first,W_second
5.775000000000000133e-01,1.604265076074085528e+00,1.474199362469824859e+00
5.780000000000000693e-01,1.604265076074085528e+00,1.480844184498854688e+00
5.785000000000000142e-01,1.604265076074085528e+00,1.487489006527882962e+00
5.789999999999999591e-01,1.604265076074085528e+00,1.494133828556911237e+00
5.795000000000000151e-01,1.604265076074085528e+00,1.500778650585940843e+00
5.800000000000000711e-01,1.604265076074085528e+00,1.507423472614970450e+00
5.805000000000000160e-01,1.604265076074085528e+00,1.514068294643998724e+00
5.809999999999999609e-01,1.604265076074085528e+00,1.520713116673026999e+00
5.815000000000000169e-01,1.604265076074085528e+00,1.527357938702056606e+00
5.820000000000000728e-01,1.604265076074085528e+00,1.534002760731086656e+00
5.825000000000000178e-01,1.604265076074085528e+00,1.540647582760114709e+00
5.829999999999999627e-01,1.604265076074085528e+00,1.547292404789142761e+00
5.835000000000000187e-01,1.604265076074085528e+00,1.553937226818172590e+00
5.840000000000000746e-01,1.604265076074085528e+00,1.560582048847202197e+00
5.845000000000000195e-01,1.604265076074085528e+00,1.567226870876230471e+00
5.849999999999999645e-01,1.687308792751246678e+00,1.573871692905258746e+00
5.855000000000000204e-01,1.687308792751246678e+00,1.580465988352151019e+00
5.860000000000000764e-01,1.687308792751246678e+00,1.587060283799043070e+00
5.865000000000000213e-01,1.687308792751246678e+00,1.593654579245933789e+00
5.869999999999999662e-01,1.687308792751246678e+00,1.600248874692824064e+00
5.875000000000000222e-01,1.687308792751246678e+00,1.606843170139716559e+00
5.880000000000000782e-01,1.687308792751246678e+00,1.613437465586608610e+00
5.885000000000000231e-01,1.687308792751246678e+00,1.620031761033499329e+00
5.889999999999999680e-01,1.687308792751246678e+00,1.626626056480389826e+00
5.895000000000000240e-01,1.687308792751246678e+00,1.633220351927282099e+00
5.900000000000000799e-01,1.687308792751246678e+00,1.639814647374173928e+00
5.905000000000000249e-01,1.687308792751246678e+00,1.646408942821064869e+00
5.909999999999999698e-01,1.687308792751246678e+00,1.653003238267955366e+00
5.915000000000000258e-01,1.687308792751246678e+00,1.659597533714847639e+00
5.920000000000000817e-01,1.687308792751246678e+00,1.666191829161739690e+00
5.925000000000000266e-01,1.687308792751246678e+00,1.672786124608630409e+00
5.929999999999999716e-01,1.687308792751246678e+00,1.679380420055520906e+00
