z,W_first,W_second
5.935000000000000275e-01,1.687308792751246678e+00,1.685974715502413179e+00
5.940000000000000835e-01,1.687308792751246678e+00,1.692569010949305230e+00
5.945000000000000284e-01,1.687308792751246678e+00,1.699163306396195949e+00
5.949999999999999734e-01,1.767541677297938651e+00,1.705757601843086668e+00
5.955000000000000293e-01,1.767541677297938651e+00,1.712250405348695104e+00
5.960000000000000853e-01,1.767541677297938651e+00,1.718743208854303539e+00
5.965000000000000302e-01,1.767541677297938651e+00,1.725236012359910198e+00
5.969999999999999751e-01,1.767541677297938651e+00,1.731728815865517523e+00
5.975000000000000311e-01,1.767541677297938651e+00,1.738221619371125737e+00
5.980000000000000870e-01,1.767541677297938651e+00,1.744714422876734172e+00
5.985000000000000320e-01,1.767541677297938651e+00,1.751207226382341497e+00
5.989999999999999769e-01,1.767541677297938651e+00,1.757700029887948379e+00
5.995000000000000329e-01,1.767541677297938651e+00,1.764192833393556814e+00
6.000000000000000888e-01,1.767541677297938651e+00,1.770685636899165250e+00
6.005000000000000338e-01,1.767541677297938651e+00,1.777178440404771909e+00
6.009999999999999787e-01,1.767541677297938651e+00,1.783671243910379012e+00
6.015000000000000346e-01,1.767541677297938651e+00,1.790164047415987447e+00
6.020000000000000906e-01,1.767541677297938651e+00,1.796656850921595883e+00
6.025000000000000355e-01,1.767541677297938651e+00,1.803149654427202986e+00
6.029999999999999805e-01,1.767541677297938651e+00,1.809642457932809867e+00
6.035000000000000364e-01,1.767541677297938651e+00,1.816135261438418080e+00
6.040000000000000924e-01,1.767541677297938651e+00,1.822628064944026738e+00
6.045000000000000373e-01,1.767541677297938651e+00,1.829120868449633841e+00
6.049999999999999822e-01,1.845280209241556335e+00,1.835613671955240722e+00
6.055000000000000382e-01,1.845280209241556335e+00,1.841953989568502870e+00
6.060000000000000941e-01,1.845280209241556335e+00,1.848294307181765461e+00
6.065000000000000391e-01,1.845280209241556335e+00,1.854634624795026276e+00
6.069999999999999840e-01,1.845280209241556335e+00,1.860974942408287314e+00
6.075000000000000400e-01,1.845280209241556335e+00,1.867315260021549683e+00
6.080000000000000959e-01,1.845280209241556335e+00,1.873655577634812053e+00
6.085000000000000409e-01,1.845280209241556335e+00,1.879995895248073090e+00
6.089999999999999858e-01,1.845280209241556335e+00,1.886336212861333905e+00
6.095000000000000417e-01,1.845280209241556335e+00,1.892676530474596275e+00
6.099999999999999867e-01,1.845280209241556335e+00,1.899016848087857312e+00
6.105000000000000426e-01,1.845280209241556335e+00,1.905357165701119682e+00
6.109999999999999876e-01,1.845280209241556335e+00,1.911697483314380497e+00
6.115000000000000435e-01,1.845280209241556335e+00,1.918037800927643088e+00
6.119999999999999885e-01,1.845280209241556335e+00,1.924378118540903682e+00
6.125000000000000444e-01,1.845280209241556335e+00,1.930718436154166495e+00
6.129999999999999893e-01,1.845280209241556335e+00,1.937058753767427088e+00
6.135000000000000453e-01,1.845280209241556335e+00,1.943399071380689680e+00
6.139999999999999902e-01,1.845280209241556335e+00,1.949739388993950717e+00
6.145000000000000462e-01,1.845280209241556335e+00,1.956079706607213087e+00
6.149999999999999911e-01,1.919838240119685402e+00,1.962420024220473902e+00
6.155000000000000471e-01,1.919838240119685402e+00,1.968558439168717200e+00
6.159999999999999920e-01,1.919838240119685402e+00,1.974696854116958722e+00
6.165000000000000480e-01,1.919838240119685402e+00,1.980835269065202242e+00
6.169999999999999929e-01,1.919838240119685402e+00,1.986973684013443986e+00
6.175000000000000488e-01,1.919838240119685402e+00,1.993112098961687506e+00
6.179999999999999938e-01,1.919838240119685402e+00,1.999250513909929028e+00
6.185000000000000497e-01,1.919838240119685402e+00,2.005388928858172548e+00
6.189999999999999947e-01,1.919838240119685402e+00,2.011527343806414070e+00
6.195000000000000506e-01,1.919838240119685402e+00,2.017665758754657368e+00
6.199999999999999956e-01,1.919838240119685402e+00,2.023804173702899334e+00
6.205000000000000515e-01,1.919838240119685402e+00,2.029942588651142188e+00
6.209999999999999964e-01,1.919838240119685402e+00,2.036081003599384154e+00
6.215000000000000524e-01,1.919838240119685402e+00,2.042219418547627452e+00
6.219999999999999973e-01,1.919838240119685402e+00,2.048357833495868974e+00
6.225000000000000533e-01,1.919838240119685402e+00,2.054496248444112716e+00
6.229999999999999982e-01,1.919838240119685402e+00,2.060634663392354238e+00
6.235000000000000542e-01,1.919838240119685402e+00,2.066773078340597536e+00
6.239999999999999991e-01,1.919838240119685402e+00,2.072911493288839058e+00
6.245000000000000551e-01,1.919838240119685402e+00,2.079049908237082356e+00
6.250000000000000000e-01,1.990886292757685361e+00,2.085188323185324322e+00
6.255000000000000560e-01,1.990886292757685361e+00,2.091077059039333275e+00
6.260000000000000009e-01,1.990886292757685361e+00,2.096965794893340451e+00
6.265000000000000568e-01,1.990886292757685361e+00,2.102854530747349848e+00
6.270000000000000018e-01,1.990886292757685361e+00,2.108743266601357469e+00
6.275000000000000577e-01,1.990886292757685361e+00,2.114632002455366422e+00
6.280000000000000027e-01,1.990886292757685361e+00,2.120520738309374043e+00
6.285000000000000586e-01,1.990886292757685361e+00,2.126409474163382995e+00
6.290000000000000036e-01,1.990886292757685361e+00,2.132298210017390616e+00
6.295000000000000595e-01,1.990886292757685361e+00,2.138186945871399569e+00
6.300000000000000044e-01,1.990886292757685361e+00,2.144075681725407190e+00
6.305000000000000604e-01,1.990886292757685361e+00,2.149964417579416143e+00
6.310000000000000053e-01,1.990886292757685361e+00,2.155853153433423763e+00
6.315000000000000613e-01,1.990886292757685361e+00,2.161741889287432716e+00
6.320000000000000062e-01,1.990886292757685361e+00,2.167630625141440337e+00
6.325000000000000622e-01,1.990886292757685361e+00,2.173519360995449290e+00
6.330000000000000071e-01,1.990886292757685361e+00,2.179408096849456911e+00
6.335000000000000631e-01,1.990886292757685361e+00,2.185296832703465864e+00
6.340000000000000080e-01,1.990886292757685361e+00,2.191185568557473484e+00
6.345000000000000639e-01,1.990886292757685361e+00,2.197074304411482437e+00
6.350000000000000089e-01,2.057713434271655650e+00,2.202963040265490058e+00
6.355000000000000648e-01,2.057713434271655650e+00,2.208558080037801297e+00
6.360000000000000098e-01,2.057713434271655650e+00,2.214153119810111647e+00
6.365000000000000657e-01,2.057713434271655650e+00,2.219748159582422886e+00
6.370000000000000107e-01,2.057713434271655650e+00,2.225343199354733237e+00
6.375000000000000666e-01,2.057713434271655650e+00,2.230938239127044920e+00
6.380000000000000115e-01,2.057713434271655650e+00,2.236533278899354826e+00
6.385000000000000675e-01,2.057713434271655650e+00,2.242128318671666509e+00
6.390000000000000124e-01,2.057713434271655650e+00,2.247723358443976860e+00
6.395000000000000684e-01,2.057713434271655650e+00,2.253318398216288099e+00
6.400000000000000133e-01,2.057713434271655650e+00,2.258913437988598449e+00
6.405000000000000693e-01,2.057713434271655650e+00,2.264508477760910132e+00
6.410000000000000142e-01,2.057713434271655650e+00,2.270103517533220483e+00
6.414999999999999591e-01,2.057713434271655650e+00,2.275698557305530390e+00
6.420000000000000151e-01,2.057713434271655650e+00,2.281293597077842072e+00
6.425000000000000711e-01,2.057713434271655650e+00,2.286888636850153311e+00
6.430000000000000160e-01,2.057713434271655650e+00,2.292483676622463662e+00
6.434999999999999609e-01,2.057713434271655650e+00,2.298078716394774013e+00
6.440000000000000169e-01,2.057713434271655650e+00,2.303673756167085251e+00
6.445000000000000728e-01,2.057713434271655650e+00,2.309268795939396934e+00
6.450000000000000178e-01,2.120191690311142185e+00,2.314863835711707285e+00
6.454999999999999627e-01,2.120191690311142185e+00,2.320123410009965248e+00
6.460000000000000187e-01,2.120191690311142185e+00,2.325382984308224543e+00
6.465000000000000746e-01,2.120191690311142185e+00,2.330642558606483838e+00
6.470000000000000195e-01,2.120191690311142185e+00,2.335902132904742246e+00
6.474999999999999645e-01,2.120191690311142185e+00,2.341161707203000653e+00
6.480000000000000204e-01,2.120191690311142185e+00,2.346421281501259504e+00
6.485000000000000764e-01,2.120191690311142185e+00,2.351680855799518799e+00
6.490000000000000213e-01,2.120191690311142185e+00,2.356940430097777206e+00
6.494999999999999662e-01,2.120191690311142185e+00,2.362200004396035613e+00
6.500000000000000222e-01,2.120191690311142185e+00,2.367459578694294908e+00
6.505000000000000782e-01,2.120191690311142185e+00,2.372719152992554204e+00
6.510000000000000231e-01,2.120191690311142185e+00,2.377978727290812166e+00
6.514999999999999680e-01,2.120191690311142185e+00,2.383238301589070574e+00
6.520000000000000240e-01,2.120191690311142185e+00,2.388497875887329869e+00
6.525000000000000799e-01,2.120191690311142185e+00,2.393757450185589164e+00
6.530000000000000249e-01,2.120191690311142185e+00,2.399017024483847571e+00
6.534999999999999698e-01,2.120191690311142185e+00,2.404276598782105978e+00
6.540000000000000258e-01,2.120191690311142185e+00,2.409536173080365273e+00
6.545000000000000817e-01,2.120191690311142185e+00,2.414795747378624569e+00
6.550000000000000266e-01,2.178088009452189500e+00,2.420055321676882976e+00
6.554999999999999716e-01,2.178088009452189500e+00,2.424940694118387974e+00
6.560000000000000275e-01,2.178088009452189500e+00,2.429826066559894304e+00
6.565000000000000835e-01,2.178088009452189500e+00,2.434711439001400635e+00
6.570000000000000284e-01,2.178088009452189500e+00,2.439596811442906077e+00
6.574999999999999734e-01,2.178088009452189500e+00,2.444482183884411075e+00
6.580000000000000293e-01,2.178088009452189500e+00,2.449367556325917406e+00
6.585000000000000853e-01,2.178088009452189500e+00,2.454252928767423736e+00
6.590000000000000302e-01,2.178088009452189500e+00,2.459138301208929178e+00
6.594999999999999751e-01,2.178088009452189500e+00,2.464023673650434620e+00
6.600000000000000311e-01,2.178088009452189500e+00,2.468909046091940951e+00
6.605000000000000870e-01,2.178088009452189500e+00,2.473794418533447281e+00
6.610000000000000320e-01,2.178088009452189500e+00,2.478679790974952724e+00
6.614999999999999769e-01,2.178088009452189500e+00,2.483565163416457722e+00
6.620000000000000329e-01,2.178088009452189500e+00,2.488450535857964052e+00
6.625000000000000888e-01,2.178088009452189500e+00,2.493335908299470383e+00
6.630000000000000338e-01,2.178088009452189500e+00,2.498221280740975825e+00
6.634999999999999787e-01,2.178088009452189500e+00,2.503106653182481267e+00
6.640000000000000346e-01,2.178088009452189500e+00,2.507992025623987598e+00
6.645000000000000906e-01,2.178088009452189500e+00,2.512877398065493928e+00
6.650000000000000355e-01,2.231352271420936617e+00,2.517762770506998926e+00
6.654999999999999805e-01,2.231352271420936617e+00,2.522237268221244388e+00
6.660000000000000364e-01,2.231352271420936617e+00,2.526711765935490739e+00
6.665000000000000924e-01,2.231352271420936617e+00,2.531186263649736645e+00
6.670000000000000373e-01,2.231352271420936617e+00,2.535660761363981663e+00
6.674999999999999822e-01,2.231352271420936617e+00,2.540135259078227570e+00
6.680000000000000382e-01,2.231352271420936617e+00,2.544609756792473476e+00
6.685000000000000941e-01,2.231352271420936617e+00,2.549084254506719827e+00
6.690000000000000391e-01,2.231352271420936617e+00,2.553558752220965289e+00
6.694999999999999840e-01,2.231352271420936617e+00,2.558033249935210307e+00
6.700000000000000400e-01,2.231352271420936617e+00,2.562507747649457102e+00
6.705000000000000959e-01,2.231352271420936617e+00,2.566982245363703008e+00
6.710000000000000409e-01,2.231352271420936617e+00,2.571456743077948026e+00
6.714999999999999858e-01,2.231352271420936617e+00,2.575931240792193044e+00
6.720000000000000417e-01,2.231352271420936617e+00,2.580405738506439395e+00
6.725000000000000977e-01,2.231352271420936617e+00,2.584880236220685745e+00
6.730000000000000426e-01,2.231352271420936617e+00,2.589354733934931208e+00
6.734999999999999876e-01,2.231352271420936617e+00,2.593829231649176670e+00
6.740000000000000435e-01,2.231352271420936617e+00,2.598303729363422576e+00
6.745000000000000995e-01,2.231352271420936617e+00,2.602778227077669371e+00
6.750000000000000444e-01,2.280090808087308130e+00,2.607252724791914389e+00
6.754999999999999893e-01,2.280090808087308130e+00,2.611280049206765597e+00
6.760000000000000453e-01,2.280090808087308130e+00,2.615307373621617693e+00
6.765000000000001013e-01,2.280090808087308130e+00,2.619334698036469788e+00
6.770000000000000462e-01,2.280090808087308130e+00,2.623362022451320996e+00
6.774999999999999911e-01,2.280090808087308130e+00,2.627389346866172204e+00
6.780000000000000471e-01,2.280090808087308130e+00,2.631416671281024300e+00
6.785000000000001030e-01,2.280090808087308130e+00,2.635443995695876396e+00
6.790000000000000480e-01,2.280090808087308130e+00,2.639471320110727603e+00
6.794999999999999929e-01,2.280090808087308130e+00,2.643498644525579255e+00
6.800000000000000488e-01,2.280090808087308130e+00,2.647525968940431351e+00
6.805000000000001048e-01,2.280090808087308130e+00,2.651553293355283003e+00
6.810000000000000497e-01,2.280090808087308130e+00,2.655580617770134655e+00
6.814999999999999947e-01,2.280090808087308130e+00,2.659607942184985863e+00
6.820000000000000506e-01,2.280090808087308130e+00,2.663635266599837959e+00
6.825000000000001066e-01,2.280090808087308130e+00,2.667662591014690499e+00
6.830000000000000515e-01,2.280090808087308130e+00,2.671689915429541706e+00
6.834999999999999964e-01,2.280090808087308130e+00,2.675717239844392914e+00
6.840000000000000524e-01,2.280090808087308130e+00,2.679744564259245010e+00
6.845000000000001084e-01,2.280090808087308130e+00,2.683771888674096662e+00
6.850000000000000533e-01,2.324020381870408603e+00,2.687799213088948314e+00
6.854999999999999982e-01,2.324020381870408603e+00,2.691346518526236409e+00
6.860000000000000542e-01,2.324020381870408603e+00,2.694893823963525392e+00
6.865000000000001101e-01,2.324020381870408603e+00,2.698441129400815264e+00
6.870000000000000551e-01,2.324020381870408603e+00,2.701988434838103359e+00
6.875000000000000000e-01,2.324020381870408603e+00,2.705535740275391454e+00
6.880000000000000560e-01,2.324020381870408603e+00,2.709083045712680882e+00
6.885000000000000009e-01,2.324020381870408603e+00,2.712630351149969421e+00
6.890000000000000568e-01,2.324020381870408603e+00,2.716177656587258404e+00
6.895000000000000018e-01,2.324020381870408603e+00,2.719724962024546944e+00
6.899999999999999467e-01,2.324020381870408603e+00,2.723272267461835039e+00
6.905000000000000027e-01,2.324020381870408603e+00,2.726819572899124466e+00
6.910000000000000586e-01,2.324020381870408603e+00,2.730366878336413450e+00
6.915000000000000036e-01,2.324020381870408603e+00,2.733914183773701989e+00
6.919999999999999485e-01,2.324020381870408603e+00,2.737461489210990084e+00
6.925000000000000044e-01,2.324020381870408603e+00,2.741008794648279512e+00
6.930000000000000604e-01,2.324020381870408603e+00,2.744556100085568495e+00
6.935000000000000053e-01,2.324020381870408603e+00,2.748103405522856590e+00
6.939999999999999503e-01,2.324020381870408603e+00,2.751650710960145130e+00
6.945000000000000062e-01,2.324020381870408603e+00,2.755198016397434557e+00
6.950000000000000622e-01,2.362728776979603040e+00,2.758745321834723541e+00
6.955000000000000071e-01,2.362728776979603040e+00,2.761785544849148621e+00
6.959999999999999520e-01,2.362728776979603040e+00,2.764825767863573702e+00
6.965000000000000080e-01,2.362728776979603040e+00,2.767865990877998783e+00
6.970000000000000639e-01,2.362728776979603040e+00,2.770906213892424752e+00
6.975000000000000089e-01,2.362728776979603040e+00,2.773946436906849833e+00
6.979999999999999538e-01,2.362728776979603040e+00,2.776986659921274470e+00
6.985000000000000098e-01,2.362728776979603040e+00,2.780026882935699994e+00
6.990000000000000657e-01,2.362728776979603040e+00,2.783067105950125963e+00
6.995000000000000107e-01,2.362728776979603040e+00,2.786107328964550600e+00
6.999999999999999556e-01,2.362728776979603040e+00,2.789147551978975681e+00
7.005000000000000115e-01,2.362728776979603040e+00,2.792187774993401206e+00
7.010000000000000675e-01,2.362728776979603040e+00,2.795227998007827175e+00
7.015000000000000124e-01,2.362728776979603040e+00,2.798268221022251812e+00
7.019999999999999574e-01,2.362728776979603040e+00,2.801308444036676448e+00
7.025000000000000133e-01,2.362728776979603040e+00,2.804348667051102417e+00
7.030000000000000693e-01,2.362728776979603040e+00,2.807388890065527498e+00
7.035000000000000142e-01,2.362728776979603040e+00,2.810429113079952579e+00
7.039999999999999591e-01,2.362728776979603040e+00,2.813469336094377660e+00
7.045000000000000151e-01,2.362728776979603040e+00,2.816509559108802740e+00
7.050000000000000711e-01,2.396198590587447885e+00,2.819549782123228709e+00
7.055000000000000160e-01,2.396198590587447885e+00,2.822057199599790511e+00
7.059999999999999609e-01,2.396198590587447885e+00,2.824564617076352313e+00
7.065000000000000169e-01,2.396198590587447885e+00,2.827072034552915447e+00
7.070000000000000728e-01,2.396198590587447885e+00,2.829579452029477693e+00
7.075000000000000178e-01,2.396198590587447885e+00,2.832086869506039939e+00
7.079999999999999627e-01,2.396198590587447885e+00,2.834594286982602185e+00
7.085000000000000187e-01,2.396198590587447885e+00,2.837101704459164431e+00
7.090000000000000746e-01,2.396198590587447885e+00,2.839609121935727121e+00
7.095000000000000195e-01,2.396198590587447885e+00,2.842116539412288923e+00
7.099999999999999645e-01,2.396198590587447885e+00,2.844623956888851168e+00
7.105000000000000204e-01,2.396198590587447885e+00,2.847131374365413414e+00
7.110000000000000764e-01,2.396198590587447885e+00,2.849638791841976548e+00
7.115000000000000213e-01,2.396198590587447885e+00,2.852146209318538794e+00
7.119999999999999662e-01,2.396198590587447885e+00,2.854653626795100152e+00
7.125000000000000222e-01,2.396198590587447885e+00,2.857161044271663286e+00
7.130000000000000782e-01,2.396198590587447885e+00,2.859668461748225532e+00
7.135000000000000231e-01,2.396198590587447885e+00,2.862175879224787334e+00
7.139999999999999680e-01,2.396198590587447885e+00,2.864683296701350024e+00
7.145000000000000240e-01,2.396198590587447885e+00,2.867190714177912270e+00
7.150000000000000799e-01,2.424273436893962241e+00,2.869698131654474516e+00
7.155000000000000249e-01,2.424273436893962241e+00,2.871650036686606455e+00
7.159999999999999698e-01,2.424273436893962241e+00,2.873601941718738395e+00
7.165000000000000258e-01,2.424273436893962241e+00,2.875553846750870779e+00
7.170000000000000817e-01,2.424273436893962241e+00,2.877505751783002719e+00
7.175000000000000266e-01,2.424273436893962241e+00,2.879457656815135103e+00
7.179999999999999716e-01,2.424273436893962241e+00,2.881409561847267042e+00
7.185000000000000275e-01,2.424273436893962241e+00,2.883361466879398982e+00
7.190000000000000835e-01,2.424273436893962241e+00,2.885313371911530922e+00
7.195000000000000284e-01,2.424273436893962241e+00,2.887265276943662862e+00
7.199999999999999734e-01,2.424273436893962241e+00,2.889217181975794801e+00
7.205000000000000293e-01,2.424273436893962241e+00,2.891169087007927185e+00
7.210000000000000853e-01,2.424273436893962241e+00,2.893120992040059569e+00
7.215000000000000302e-01,2.424273436893962241e+00,2.895072897072191065e+00
7.219999999999999751e-01,2.424273436893962241e+00,2.897024802104323005e+00
7.225000000000000311e-01,2.424273436893962241e+00,2.898976707136455389e+00
7.230000000000000870e-01,2.424273436893962241e+00,2.900928612168587772e+00
7.235000000000000320e-01,2.424273436893962241e+00,2.902880517200719268e+00
7.239999999999999769e-01,2.424273436893962241e+00,2.904832422232851208e+00
7.245000000000000329e-01,2.424273436893962241e+00,2.906784327264984036e+00
7.250000000000000888e-01,2.446814677594298715e+00,2.908736232297115976e+00
7.255000000000000338e-01,2.446814677594298715e+00,2.910112234794600461e+00
7.259999999999999787e-01,2.446814677594298715e+00,2.911488237292084058e+00
7.265000000000000346e-01,2.446814677594298715e+00,2.912864239789568543e+00
7.270000000000000906e-01,2.446814677594298715e+00,2.914240242287053029e+00
7.275000000000000355e-01,2.446814677594298715e+00,2.915616244784537070e+00
7.279999999999999805e-01,2.446814677594298715e+00,2.916992247282021111e+00
7.285000000000000364e-01,2.446814677594298715e+00,2.918368249779505597e+00
7.290000000000000924e-01,2.446814677594298715e+00,2.919744252276989194e+00
7.295000000000000373e-01,2.446814677594298715e+00,2.921120254774473679e+00
7.299999999999999822e-01,2.446814677594298715e+00,2.922496257271957720e+00
7.305000000000000382e-01,2.446814677594298715e+00,2.923872259769442650e+00
7.310000000000000941e-01,2.446814677594298715e+00,2.925248262266927135e+00
7.315000000000000391e-01,2.446814677594298715e+00,2.926624264764410732e+00
7.319999999999999840e-01,2.446814677594298715e+00,2.928000267261895218e+00
7.325000000000000400e-01,2.446814677594298715e+00,2.929376269759379259e+00
7.330000000000000959e-01,2.446814677594298715e+00,2.930752272256863300e+00
7.335000000000000409e-01,2.446814677594298715e+00,2.932128274754347785e+00
7.339999999999999858e-01,2.446814677594298715e+00,2.933504277251832271e+00
7.345000000000000417e-01,2.446814677594298715e+00,2.934880279749316756e+00
7.350000000000000977e-01,2.463678363248205105e+00,2.936256282246800797e+00
7.355000000000000426e-01,2.463678363248205105e+00,2.937037527502656786e+00
7.359999999999999876e-01,2.463678363248205105e+00,2.937818772758513219e+00
7.365000000000000435e-01,2.463678363248205105e+00,2.938600018014368764e+00
7.370000000000000995e-01,2.463678363248205105e+00,2.939381263270225197e+00
7.375000000000000444e-01,2.463678363248205105e+00,2.940162508526081631e+00
7.379999999999999893e-01,2.463678363248205105e+00,2.940943753781937620e+00
7.385000000000000453e-01,2.463678363248205105e+00,2.941724999037794497e+00
7.390000000000001013e-01,2.463678363248205105e+00,2.942506244293650930e+00
7.395000000000000462e-01,2.463678363248205105e+00,2.943287489549506475e+00
7.399999999999999911e-01,2.463678363248205105e+00,2.944068734805362464e+00
7.405000000000000471e-01,2.463678363248205105e+00,2.944849980061218453e+00
7.410000000000001030e-01,2.463678363248205105e+00,2.945631225317075774e+00
7.415000000000000480e-01,2.463678363248205105e+00,2.946412470572931319e+00
7.419999999999999929e-01,2.463678363248205105e+00,2.947193715828787308e+00
7.425000000000000488e-01,2.463678363248205105e+00,2.947974961084643741e+00
7.430000000000001048e-01,2.463678363248205105e+00,2.948756206340499730e+00
7.435000000000000497e-01,2.463678363248205105e+00,2.949537451596356163e+00
7.439999999999999947e-01,2.463678363248205105e+00,2.950318696852212597e+00
7.445000000000000506e-01,2.463678363248205105e+00,2.951099942108068586e+00
7.450000000000001066e-01,2.474620478790035882e+00,2.951881187363925019e+00
7.455000000000000515e-01,2.474620478790035882e+00,2.952051754216631796e+00
7.459999999999999964e-01,2.474620478790035882e+00,2.952222321069339017e+00
7.465000000000000524e-01,2.474620478790035882e+00,2.952392887922045794e+00
7.470000000000001084e-01,2.474620478790035882e+00,2.952563454774753016e+00
7.475000000000000533e-01,2.474620478790035882e+00,2.952734021627459793e+00
7.479999999999999982e-01,2.474620478790035882e+00,2.952904588480167014e+00
7.485000000000000542e-01,2.474620478790035882e+00,2.953075155332873791e+00
7.490000000000001101e-01,2.474620478790035882e+00,2.953245722185581013e+00
7.495000000000000551e-01,2.474620478790035882e+00,2.953416289038287790e+00
7.500000000000000000e-01,2.474620478790035882e+00,2.953586855890995011e+00
7.505000000000000560e-01,2.474620478790035882e+00,2.953757422743701788e+00
7.510000000000001119e-01,2.474620478790035882e+00,2.953927989596409454e+00
7.515000000000000568e-01,2.474620478790035882e+00,2.954098556449116231e+00
7.520000000000000018e-01,2.474620478790035882e+00,2.954269123301823008e+00
7.524999999999999467e-01,2.474620478790035882e+00,2.954439690154530229e+00
7.530000000000000027e-01,2.474620478790035882e+00,2.954610257007237450e+00
7.535000000000000586e-01,2.474620478790035882e+00,2.954780823859944228e+00
7.540000000000000036e-01,2.474620478790035882e+00,2.954951390712651005e+00
7.544999999999999485e-01,2.474620478790035882e+00,2.955121957565358670e+00
7.550000000000000044e-01,2.479377867671364477e+00,2.955292524418065003e+00
7.555000000000000604e-01,2.479377867671364477e+00,2.954838183623835768e+00
7.560000000000000053e-01,2.479377867671364477e+00,2.954383842829606088e+00
7.564999999999999503e-01,2.479377867671364477e+00,2.953929502035376853e+00
7.570000000000000062e-01,2.479377867671364477e+00,2.953475161241147617e+00
7.575000000000000622e-01,2.479377867671364477e+00,2.953020820446917938e+00
7.580000000000000071e-01,2.479377867671364477e+00,2.952566479652688258e+00
7.584999999999999520e-01,2.479377867671364477e+00,2.952112138858459023e+00
7.590000000000000080e-01,2.479377867671364477e+00,2.951657798064229787e+00
7.595000000000000639e-01,2.479377867671364477e+00,2.951203457270000108e+00
7.600000000000000089e-01,2.479377867671364477e+00,2.950749116475770872e+00
7.604999999999999538e-01,2.479377867671364477e+00,2.950294775681541637e+00
7.610000000000000098e-01,2.479377867671364477e+00,2.949840434887311957e+00
7.615000000000000657e-01,2.479377867671364477e+00,2.949386094093082278e+00
7.620000000000000107e-01,2.479377867671364477e+00,2.948931753298853042e+00
7.624999999999999556e-01,2.479377867671364477e+00,2.948477412504623807e+00
7.630000000000000115e-01,2.479377867671364477e+00,2.948023071710394127e+00
7.635000000000000675e-01,2.479377867671364477e+00,2.947568730916164892e+00
7.640000000000000124e-01,2.479377867671364477e+00,2.947114390121935656e+00
7.644999999999999574e-01,2.479377867671364477e+00,2.946660049327705977e+00
7.650000000000000133e-01,2.477626892010452053e+00,2.946205708533476741e+00
7.655000000000000693e-01,2.477626892010452053e+00,2.945117263149765297e+00
7.660000000000000142e-01,2.477626892010452053e+00,2.944028817766055184e+00
7.664999999999999591e-01,2.477626892010452053e+00,2.942940372382344183e+00
7.670000000000000151e-01,2.477626892010452053e+00,2.941851926998633182e+00
7.675000000000000711e-01,2.477626892010452053e+00,2.940763481614921737e+00
7.680000000000000160e-01,2.477626892010452053e+00,2.939675036231211624e+00
7.684999999999999609e-01,2.477626892010452053e+00,2.938586590847500624e+00
7.690000000000000169e-01,2.477626892010452053e+00,2.937498145463790067e+00
7.695000000000000728e-01,2.477626892010452053e+00,2.936409700080079066e+00
7.700000000000000178e-01,2.477626892010452053e+00,2.935321254696368065e+00
7.704999999999999627e-01,2.477626892010452053e+00,2.934232809312657508e+00
7.710000000000000187e-01,2.477626892010452053e+00,2.933144363928946508e+00
7.715000000000000746e-01,2.477626892010452053e+00,2.932055918545235507e+00
7.720000000000000195e-01,2.477626892010452053e+00,2.930967473161524950e+00
7.724999999999999645e-01,2.477626892010452053e+00,2.929879027777814393e+00
7.730000000000000204e-01,2.477626892010452053e+00,2.928790582394103392e+00
7.735000000000000764e-01,2.477626892010452053e+00,2.927702137010392391e+00
7.740000000000000213e-01,2.477626892010452053e+00,2.926613691626681835e+00
7.744999999999999662e-01,2.477626892010452053e+00,2.925525246242970834e+00
7.750000000000000222e-01,2.469065423692274663e+00,2.924436800859259833e+00
7.755000000000000782e-01,2.469065423692274663e+00,2.922711386977249859e+00
7.760000000000000231e-01,2.469065423692274663e+00,2.920985973095239441e+00
7.764999999999999680e-01,2.469065423692274663e+00,2.919260559213229467e+00
7.770000000000000240e-01,2.469065423692274663e+00,2.917535145331219049e+00
7.775000000000000799e-01,2.469065423692274663e+00,2.915809731449208630e+00
7.780000000000000249e-01,2.469065423692274663e+00,2.914084317567198656e+00
7.784999999999999698e-01,2.469065423692274663e+00,2.912358903685188682e+00
7.790000000000000258e-01,2.469065423692274663e+00,2.910633489803178264e+00
7.795000000000000817e-01,2.469065423692274663e+00,2.908908075921167846e+00
7.800000000000000266e-01,2.469065423692274663e+00,2.907182662039158316e+00
7.804999999999999716e-01,2.469065423692274663e+00,2.905457248157148342e+00
7.810000000000000275e-01,2.469065423692274663e+00,2.903731834275137480e+00
7.815000000000000835e-01,2.469065423692274663e+00,2.902006420393127506e+00
7.820000000000000284e-01,2.469065423692274663e+00,2.900281006511117532e+00
7.824999999999999734e-01,2.469065423692274663e+00,2.898555592629107558e+00
7.830000000000000293e-01,2.469065423692274663e+00,2.896830178747097584e+00
7.835000000000000853e-01,2.469065423692274663e+00,2.895104764865086722e+00
7.840000000000000302e-01,2.469065423692274663e+00,2.893379350983076304e+00
7.844999999999999751e-01,2.469065423692274663e+00,2.891653937101066774e+00
7.850000000000000311e-01,2.453430319874733812e+00,2.889928523219056355e+00
7.855000000000000870e-01,2.453430319874733812e+00,2.887569087801511891e+00
7.860000000000000320e-01,2.453430319874733812e+00,2.885209652383968315e+00
7.864999999999999769e-01,2.453430319874733812e+00,2.882850216966425183e+00
7.870000000000000329e-01,2.453430319874733812e+00,2.880490781548880719e+00
