z,DM_over_rd,DM_over_rd_jk_sigma,DH_over_rd,DH_over_rd_jk_sigma,dDM_over_rd_dz,dDM_over_rd_dz_jk_sigma,dDH_over_rd_dz,dDH_over_rd_dz_jk_sigma,d2DM_over_rd_dz2,d2DM_over_rd_dz2_jk_sigma,d2DH_over_rd_dz2,d2DH_over_rd_dz2_jk_sigma,S2,S2_formal_sigma,S1_pivot,S1_pivot_formal_sigma,S0_pivot,S0_pivot_formal_sigma
8.744444444444445796e-01,1.999808665277826591e+01,3.260588207901123914e-01,1.932281175340486712e+01,5.735276110073934674e-01,2.364150700603637745e+01,2.124552643385185569e+00,-1.712565915757812363e+01,3.890967617277033330e+00,4.443878791800739947e+01,1.823255017599307948e+01,-3.596539368276885540e+01,2.256609146875976890e+01,2.275805262522850114e+01,4.059306967425498414e+01,-3.648566769744819860e-01,8.709089892537923427e-01,8.883453395917195738e-01,6.964242578882649803e-02
8.783333333333334103e-01,2.009036338431819502e+01,3.259872453223502387e-01,1.925594125374497523e+01,5.658197440650318821e-01,2.381548374552128777e+01,2.184927319805571866e+00,-1.726456264426533949e+01,3.960876636101652526e+00,4.503572502145909340e+01,1.847362348467440896e+01,-3.547032250292852495e+01,2.222094746451645975e+01,2.007605054683601153e+01,3.127130410667885840e+01,-4.192736032447844652e-01,9.079152316883710716e-01,8.813244098391462833e-01,7.412806717551270741e-02
8.822222222222222410e-01,2.018332121767071996e+01,3.260355081990998771e-01,1.918853432288435457e+01,5.581948206589133488e-01,2.399179085396534461e+01,2.246746378455181326e+00,-1.740153667791684455e+01,4.030140920783385816e+00,4.563727948115833044e+01,1.871847413663759951e+01,-3.497311771104773470e+01,2.187292131593676459e+01,1.798199827215547941e+01,2.481888128699955587e+01,-4.746366607383907810e-01,9.457502497360362748e-01,8.740868183613806908e-01,7.876389564087102335e-02
8.861111111111111827e-01,2.027696925054054233e+01,3.262212656765127727e-01,1.912059848017106489e+01,5.506824696728667146e-01,2.417044647647844968e+01,2.309995332061268947e+00,-1.753657312638646815e+01,4.098698841657111736e+00,4.624354849018962454e+01,1.896717471125172594e+01,-3.447386428993586094e+01,2.152214020468281319e+01,1.630258223437487075e+01,2.016690402741938826e+01,-5.309706201563885175e-01,9.844399321296252170e-01,8.666317339606437464e-01,8.355138631773828539e-02
8.900000000000001243e-01,2.037131664962429056e+01,3.265630273482911794e-01,1.905214127593553997e+01,5.433139437538704319e-01,2.435146913694616799e+01,2.374661853841475878e+00,-1.766966418806683947e+01,4.166493288533327899e+00,4.685463006260886232e+01,1.921979878542743947e+01,-3.397264724505839695e+01,2.116873276123681435e+01,1.492651743189957081e+01,1.670170515176945614e+01,-5.883008312686694996e-01,1.024010899062286484e+00,8.589582570436918862e-01,8.849208384654609627e-02
8.938888888888889550e-01,2.046637265685051332e+01,3.270801096640385541e-01,1.898317029020494928e+01,5.361221189918290442e-01,2.453487774287054890e+01,2.440735675979987640e+00,-1.780080239194148106e+01,4.233471287670815819e+00,4.747062306590269998e+01,1.947642096117544241e+01,-3.346955158607723746e+01,2.081282912826137377e+01,1.377907655661333663e+01,1.405052470727939529e+01,-6.466532389472484654e-01,1.064490526803124171e+00,8.510654194343360013e-01,9.358760222301021336e-02
8.977777777777777857e-01,2.056214659047216031e+01,3.277925742865863690e-01,1.891369313141764152e+01,5.291414689108080438e-01,2.472069158866569083e+01,2.508208488565442984e+00,-1.792998059756542162e+01,4.299583657275063864e+00,4.809162724228788477e+01,1.973711688968382560e+01,-3.296466230845388168e+01,2.045456103479271448e+01,1.280821755174037513e+01,1.197630754935695130e+01,-7.060543996413497503e-01,1.105906972501790486e+00,8.429521841515867919e-01,9.883962591878360515e-02
9.016666666666667274e-01,2.065864784234508633e+01,3.287211505417008128e-01,1.884371743513770170e+01,5.224080069189860343e-01,2.490893035760563734e+01,2.577073840447486663e+00,-1.805719199497425365e+01,4.364784697659207069e+00,4.871774322164201010e+01,2.000196329279026486e+01,-3.245806437512030129e+01,2.009406188260892989e+01,1.197658253433263020e+01,1.032244999425778254e+01,-7.665314983076788602e-01,1.148289200614700079e+00,8.346174451532958338e-01,1.042499107652282014e-01
9.055555555555556690e-01,2.075588588163443404e+01,3.298871417750288138e-01,1.877325086277006960e+01,5.159591909981066093e-01,2.509961412607478337e+01,2.647327044238291904e+00,-1.818243010452212260e+01,4.429031912527978676e+00,4.934907254892619477e+01,2.027103798971204895e+01,-3.194984269822259648e+01,1.973146684630233239e+01,1.125665995486321691e+01,8.982120238979165450e+00,-8.281123658096990470e-01,1.191667009330601434e+00,8.260600270452833627e-01,1.098202852373939831e-01
9.094444444444444997e-01,2.085387025635037972e+01,3.313123156537842728e-01,1.870230110027640080e+01,5.098337843063247554e-01,2.529276336717084561e+01,2.718965085170104157e+00,-1.830568877664888205e+01,4.492285758164173970e+00,4.998571770699433614e+01,2.054441992250881910e+01,-3.144008212094212951e+01,1.936691298880236900e+01,1.062774116667110391e+01,7.880410728529809283e+00,-8.908254968002099483e-01,1.236071058532896894e+00,8.172786847558370926e-01,1.155526508754593645e-01
9.133333333333334414e-01,2.095261059489808986e+01,3.330187792382789391e-01,1.863087585689192238e+01,5.040716656337330681e-01,2.548839895439693137e+01,2.791986534519400820e+00,-1.842696219157661375e+01,4.554509417603016530e+00,5.062778213964137564e+01,2.082218918193796497e+01,-3.092886739939905993e+01,1.900053939434666717e+01,1.007394011762033337e+01,6.963535481081765788e+00,-9.547000681019035540e-01,1.281532898361519068e+00,8.082721031754707131e-01,1.214489834810085628e-01
9.172222222222222721e-01,2.105211660764214798e+01,3.350288402961051348e-01,1.855898286384371332e+01,4.987135844085793246e-01,2.568654216544373625e+01,2.866391467871511001e+00,-1.854624485893608821e+01,4.615668597167812415e+00,5.127537027489695731e+01,2.110442703371169770e+01,-3.041628318464340097e+01,1.863248732118981366e+01,9.582866739296266090e+00,6.192064295830539855e+00,-1.019765957601073136e+00,1.328084998452162546e+00,7.990388967618259342e-01,1.275113342593022503e-01
9.211111111111112137e-01,2.115239808848592773e+01,3.373648570498349319e-01,1.848662987307046279e+01,4.938008563213190372e-01,2.588721468606290088e+01,2.942181388353155125e+00,-1.866353161732324750e+01,4.675731343007109686e+00,5.192858754857159909e+01,2.139121594516413793e+01,-2.990241400473779620e+01,1.826290037667916621e+01,9.144715412866824877e+00,5.536557324044467876e+00,-1.086053763670135952e+00,1.375760778831615294e+00,7.895776091095380034e-01,1.337418310854606440e-01
9.250000000000000444e-01,2.125346491646613245e+01,3.400490792579264898e-01,1.841382465594416473e+01,4.893749977054319689e-01,2.609043861403224440e+01,3.019359154848648696e+00,-1.877881763378622892e+01,4.734667875518827174e+00,5.258754042806161522e+01,2.168263961233742521e+01,-2.938734424693755543e+01,1.789192471772252802e+01,8.751624504720126652e+00,4.974673748700920051e+00,-1.153594825135042301e+00,1.424594640864722317e+00,7.798867124848820609e-01,1.401426792783939390e-01
9.288888888888889861e-01,2.135532705736301651e+01,3.431034841773136779e-01,1.834057500199386581e+01,4.854772996324626111e-01,2.629623646321430286e+01,3.097928915132275307e+00,-1.889209840324330614e+01,4.792450439770147952e+00,5.325233643642034309e+01,2.197878298749634496e+01,-2.887115813997174740e+01,1.751970928013500028e+01,8.397217367842900515e+00,4.489211898390752076e+00,-1.222421241804297232e+00,1.474622000050920256e+00,7.699646073249868383e-01,1.467161631971878044e-01
9.327777777777778168e-01,2.145799456532652272e+01,3.465496114887019474e-01,1.826688871763194300e+01,4.821483462097809758e-01,2.650463116770884753e+01,3.177896043788096314e+00,-1.900336974783214217e+01,4.849053170223894149e+00,5.392308417670172105e+01,2.227973230708041541e+01,-2.835393973643111565e+01,1.714640604089260023e+01,8.076267529050339178e+00,4.066752967272203811e+00,-1.292565895576643697e+00,1.525879319540022649e+00,7.598096217014331799e-01,1.534646474552542050e-01
9.366666666666667584e-01,2.156147758451878360e+01,3.504084016295040405e-01,1.819277362488287864e+01,4.794274856739930701e-01,2.671564608610072966e+01,3.259267084745911536e+00,-1.911262781619071305e+01,4.904451968264095463e+00,5.459989335658428189e+01,2.258557512010374779e+01,-2.783577289526627396e+01,1.677217031795222013e+01,7.784450553998967237e+00,3.696704838986224040e+00,-1.364062472145193272e+00,1.578404144375425755e+00,7.494200107478649064e-01,1.603905780682716997e-01
9.405555555555555891e-01,2.166578635077326354e+01,3.547000421290959493e-01,1.811823756011508735e+01,4.773522672903355302e-01,2.692930500580391850e+01,3.342049698232832711e+00,-1.921986908267039951e+01,4.958624391176672752e+00,5.528287481328156616e+01,2.289640031701207690e+01,-2.731674126440182349e+01,1.639716111304086255e+01,7.518157493394042490e+00,3.370616583262482813e+00,-1.436945483316218963e+00,1.632235137485134269e+00,7.387939560514716897e-01,1.674964841850515029e-01
9.444444444444445308e-01,2.177093119327112092e+01,3.594438264466848776e-01,1.804328837277586217e+01,4.759578614118563089e-01,2.714563214750313236e+01,3.426252611922405045e+00,-1.932509034648176183e+01,5.011549551387421531e+00,5.597214053874740358e+01,2.321229815900770177e+01,-2.679692826347011092e+01,1.602154150368705388e+01,7.274352788450604734e+00,3.081679465377405336e+00,-1.511250289961448168e+00,1.687412116721346056e+00,7.279295650079036228e-01,1.747849790485525023e-01
9.483333333333333615e-01,2.187692253623481520e+01,3.646580294633500197e-01,1.796793392412985568e+01,4.752764838382195767e-01,2.736465216969388692e+01,3.511885576053475067e+00,-1.942828873077334251e+01,5.063208024889484626e+00,5.666780370518200272e+01,2.353336030785226285e+01,-2.627641706666976873e+01,1.564547909179329643e+01,7.050464746460010979e+00,2.824358642978323175e+00,-1.587013125623263354e+00,1.743976092643918507e+00,7.168248701394002165e-01,1.822587621252888535e-01
9.522222222222223031e-01,2.198377090063985406e+01,3.703598031888708508e-01,1.789218208600115290e+01,4.753368483099574826e-01,2.758639017332257737e+01,3.598959322288418861e+00,-1.952946168164407226e+01,5.113581767909055387e+00,5.736997869084775203e+01,2.385967985615860343e+01,-2.575529058575293462e+01,1.526914651725367378e+01,6.844300197161989452e+00,2.594117856908260578e+00,-1.664271120792922609e+00,1.801969308043388063e+00,7.054778283756697466e-01,1.899206203300160545e-01
9.561111111111111338e-01,2.209148690594446762e+01,3.765650954465125655e-01,1.781604073951944400e+01,4.761636720825157543e-01,2.781087170652727991e+01,3.687485526081664577e+00,-1.962860696708980157e+01,5.162654040961087709e+00,5.807878110620080747e+01,2.419135135818217819e+01,-2.523363145314599265e+01,1.489272204654213816e+01,6.653977322561504870e+00,2.387211220025169389e+00,-1.743062327882375140e+00,1.861435278531080373e+00,6.938863202972279653e-01,1.977734295424155297e-01
9.600000000000000755e-01,2.220008127183817948e+01,3.832885933499440290e-01,1.773951777387030049e+01,4.777772586745616112e-01,2.803812276948107751e+01,3.777476772335166100e+00,-1.972572267588440909e+01,5.210409339538964346e+00,5.879432782034739802e+01,2.452847086112364394e+01,-2.471152200520774755e+01,1.451639024787103516e+01,6.477872300014540841e+00,2.200524058382292480e+00,-1.823425746911114809e+00,1.922418834501288920e+00,6.820481493407108964e-01,2.058201566624554835e-01
9.638888888888889062e-01,2.230956482000923558e+01,3.905436923552070283e-01,1.766262108505002004e+01,4.801931789237380288e-01,2.826816981933868433e+01,3.868946524124942776e+00,-1.982080721639610488e+01,5.256833330763625689e+00,5.951673698783143607e+01,2.487113593695380587e+01,-2.418904426562977505e+01,1.414034276649412902e+01,6.314576554324914603e+00,2.031450038538723746e+00,-1.905401351930008591e+00,1.984966164225615781e+00,6.699610409657845711e-01,2.140638609914624346e-01
9.677777777777778478e-01,2.241994847593160500e+01,3.983424906325077619e-01,1.758535857462517171e+01,4.834220665342969236e-01,2.850103977528810972e+01,3.961909094292537681e+00,-1.991385931533951492e+01,5.301912795390170352e+00,6.024612807576232854e+01,2.521944571477292030e+01,-2.366627992898269994e+01,1.376477921605384402e+01,6.162862236821335493e+00,1.877795446784676692e+00,-1.989030118204875963e+00,2.049124859937727638e+00,6.576226417831485538e-01,2.225076966309668391e-01
9.716666666666667895e-01,2.253124327067174093e+01,4.066958075303900300e-01,1.750773814849707932e+01,4.874695377787957029e-01,2.873676002370831739e+01,4.056379619705457351e+00,-2.000487801646392327e+01,5.345635574634520992e+00,6.098262189129003019e+01,2.557350091371607448e+01,-2.314331034441299906e+01,1.338990820461173037e+01,6.021654141627613477e+00,1.737703981209163695e+00,-2.074354050183220721e+00,2.114943961760868074e+00,6.450305186431671833e-01,2.311549135738227012e-01
9.755555555555556202e-01,2.264346034271559915e+01,4.156132240616802753e-01,1.742976771567159489e+01,4.923362375756610287e-01,2.897535842343449630e+01,4.152374038002076162e+00,-2.009386267917858149e+01,5.387990521339831140e+00,6.172634060943593681e+01,2.593340387641710976e+01,-2.262021649949407021e+01,1.301594851721914559e+01,5.890006700919696137e+00,1.609597220274020080e+00,-2.161416210268362281e+00,2.182474008049197778e+00,6.321821576846060609e-01,2.400088603291329892e-01
9.794444444444445619e-01,2.275661093981643646e+01,4.251031426732469476e-01,1.735145518703428991e+01,4.980180066023769392e-01,2.921686331113232171e+01,4.249909066647683531e+00,-2.018081297711543698e+01,5.428967455053269831e+00,6.247740780128800253e+01,2.629925860304351914e+01,-2.209707900423577343e+01,1.264313048065842970e+01,5.767085018892349702e+00,1.492127152383135869e+00,-2.250260748425902069e+00,2.251767082500373274e+00,6.190749633429217802e-01,2.490729856043474577e-01
9.833333333333333925e-01,2.287070642086369787e+01,4.351728630975573719e-01,1.727280847413135945e+01,5.045061572270218564e-01,2.946130350678246757e+01,4.349002184139795446e+00,-2.026572889662994115e+01,5.468557120628859458e+00,6.323594846256776947e+01,2.667117078591531154e+01,-2.157397807525662969e+01,1.227169754038827598e+01,5.652149140743478739e+00,1.384138096302337528e+00,-2.340932932648296827e+00,2.322876867339917162e+00,6.057062573175545639e-01,2.583508407033748289e-01
9.872222222222223342e-01,2.298575825777329840e+01,4.458286708305550516e-01,1.719383548795652672e+01,5.117878405309927992e-01,2.970870831927704003e+01,4.449671613211839016e+00,-2.034861073524076147e+01,5.506751150012425100e+00,6.400208904257812037e+01,2.704924784472050092e+01,-2.105099352012215519e+01,1.190190808483786000e+01,5.544540930711552740e+00,1.284635974081469012e+00,-2.433479180304197964e+00,2.395858694501936004e+00,5.920732774976049662e-01,2.678460813928842388e-01
9.911111111111111649e-01,2.310177803740010916e+01,4.570759347270078599e-01,1.711454413774406902e+01,5.198464830105360424e-01,2.995910755212929999e+01,4.551936305895229573e+00,-2.042945910000879906e+01,5.543542026900199815e+00,6.477595747354042999e+01,2.743359896234093398e+01,-2.052820472185353040e+01,1.153403755807602060e+01,5.443673067903408658e+00,1.192763404827084983e+00,-2.527947090399944141e+00,2.470769600661927967e+00,5.781731768452685882e-01,2.775624703996961706e-01
9.950000000000001066e-01,2.321877746347278659e+01,4.689192103261297095e-01,1.703494232976828826e+01,5.286622698646874507e-01,3.021253150929828735e+01,4.655815930310275519e+00,-2.050827490585635360e+01,5.578923053994558678e+00,6.555768320032994723e+01,2.782433512130236153e+01,-2.000569062361027051e+01,1.116838090857053700e+01,5.349019771595380668e+00,1.107779440805438886e+00,-2.624385476781642801e+00,2.547668384106283046e+00,5.640030222363898726e-01,2.875038796730013391e-01
9.988888888888889372e-01,2.333676835855137810e+01,4.813623457823029694e-01,1.695503796614965353e+01,5.382126520126067071e-01,3.046901100112976479e+01,4.761330859065685317e+00,-2.058505937382704687e+01,5.612888322608693414e+00,6.634739721061737328e+01,2.822156914086167845e+01,-1.948352971355061669e+01,1.080525542923058779e+01,5.260108946987039680e+00,1.029043035037780829e+00,-2.722844402307016409e+00,2.626615661310183647e+00,5.495597932574184386e-01,2.976742925192453204e-01
1.002777777777777768e+00,2.345576266178850133e+01,4.944085875505944139e-01,1.687483894366781101e+01,5.484728558277033317e-01,3.072857734795781326e+01,4.868502158326227125e+00,-2.065981402928726496e+01,5.645432684397250434e+00,6.714523205511301285e+01,2.862541571075987790e+01,-1.896180000987333969e+01,1.044500405207646310e+01,5.176515503919576489e+00,9.559995463441157693e-01,-2.823375214017301627e+00,2.707673929460266304e+00,5.348403809580846158e-01,3.080778065473649963e-01
1.006666666666666821e+00,2.357577244347589840e+01,5.080606839297774346e-01,1.679435315258165673e+01,5.594163775896278112e-01,3.099126239351735990e+01,4.977351581547529769e+00,-2.073254070006967353e+01,5.676551725012257243e+00,6.795132190912050874e+01,2.903599144140711275e+01,-1.844057904604443365e+01,1.008799916942527730e+01,5.097855649154364066e+00,8.881697267064008194e-01,-2.926030579340381799e+00,2.790907626505512606e+00,5.198415865590015894e-01,3.187186358081893212e-01
1.010555555555555651e+00,2.369680989477355126e+01,5.223209837189912719e-01,1.671358847545684512e+01,5.710154483514152668e-01,3.125709850422027714e+01,5.087901559705653831e+00,-2.080324151455980441e+01,5.706241739504287480e+00,6.876580257405292684e+01,2.945341489148756864e+01,-1.791994385621242358e+01,9.734647061873602070e+00,5.023781990630242333e+00,8.251407695933721254e-01,-3.030864523357295059e+00,2.876383196655914798e+00,5.045601201134840563e-01,3.296011138442744848e-01
1.014444444444444482e+00,2.381888733361743959e+01,5.371915293951526893e-01,1.663255278600071918e+01,5.832414588422347723e-01,3.152611857775477233e+01,5.200175195842539289e+00,-2.087191889972617176e+01,5.734499709306001947e+00,6.958881151863468517e+01,2.987780661131803228e+01,-1.739997096081529548e+01,9.385393020626851879e+00,4.953979322056854429e+00,7.665590778057085330e-01,-3.137932467165525097e+00,2.964169156703029273e+00,4.889925991226780067e-01,3.407296961432204063e-01
1.018333333333333535e+00,2.394201720692282365e+01,5.526741433957962357e-01,1.655125394790513838e+01,5.960653378014868498e-01,3.179835604970456941e+01,5.314196260040216835e+00,-2.093857557909489131e+01,5.761323280652015377e+00,7.042048791151761122e+01,3.030928918346040035e+01,-1.688073635238302472e+01,9.040727256254374566e+00,4.888160980040938242e+00,7.121244731175115916e-01,-3.247291267373213941e+00,3.054336164330610170e+00,4.731355471032629989e-01,3.521089629566866996e-01
1.022222222222222143e+00,2.406621209268887895e+01,5.687705069480606390e-01,1.646969981369716862e+01,6.094578805012275113e-01,3.207384490022310786e+01,5.429989185435705856e+00,-2.100321457066930009e+01,5.786710744302809850e+00,7.126097265405725523e+01,3.074798726394523740e+01,-1.636231548153855542e+01,8.701191685131576037e+00,4.826065685032610020e+00,6.615856179940953208e-01,-3.358999256759922503e+00,3.146957089299577071e+00,4.569853921067469349e-01,3.637436225697914804e-01
1.026111111111111196e+00,2.419148470212975610e+01,5.854822311419252134e-01,1.638789822359804660e+01,6.233900270043172265e-01,3.235261966083661633e+01,5.547579065234121032e+00,-2.106583918479580575e+01,5.810661016453631866e+00,7.211040841356292219e+01,3.119402762423983688e+01,-1.584478324320016895e+01,8.367387674613622650e+00,4.767454792747950698e+00,6.147364332697125011e-01,-3.473116286140549125e+00,3.242107087178652591e+00,4.405384651895313253e-01,3.756385138159513692e-01
1.030000000000000027e+00,2.431784788183221124e+01,6.028109202138888234e-01,1.630585700439056751e+01,6.378330918649964820e-01,3.263471542137693859e+01,5.666991650658925295e+00,-2.112645302197620012e+01,5.833173620720617514e+00,7.296893965702949458e+01,3.164753919397591631e+01,-1.532821396298953154e+01,8.039984802237153616e+00,4.712109895161899153e+00,5.714132867808872085e-01,-3.589703767470036944e+00,3.339863674822054485e+00,4.237909988327523969e-01,3.877986093791204181e-01
1.033888888888888857e+00,2.444531461594048594e+01,6.207582272220182329e-01,1.622358396829497451e+01,6.527589485209966957e-01,3.292016783704676897e+01,5.788253349783960111e+00,-2.118505997062768387e+01,5.854248671106963009e+00,7.383671268536318166e+01,3.210865310445482379e+01,-1.481268138384685429e+01,7.719730633947423648e+00,4.659830720278884009e+00,5.314926929225674002e-01,-3.708824718228235895e+00,3.440306809019611389e+00,4.067391253109040594e-01,4.002290192794841217e-01
1.037777777777777910e+00,2.457389802836895143e+01,6.393259024552244707e-01,1.614108691185374767e+01,6.681401726143459952e-01,3.320901313561892465e+01,5.911391227195919029e+00,-2.124166420479115303e+01,5.873886855860979139e+00,7.471387566811020520e+01,3.257750273294659138e+01,-1.429825865285752862e+01,7.407461438699967538e+00,4.610433288151880582e+00,4.948891801424608605e-01,-3.830543807125021516e+00,3.543518967975161527e+00,3.893788750082775030e-01,4.129349937059627607e-01
1.041666666666666741e+00,2.470361138504295795e+01,6.585158350345985401e-01,1.605837361482542391e+01,6.839501490026321795e-01,3.350128812477157680e+01,6.036433004440877603e+00,-2.129627018178878828e+01,5.892089422146477240e+00,7.560057867869966231e+01,3.305422374780079764e+01,-1.378501830829244135e+01,7.104113614350228367e+00,4.563748287401166337e+00,4.615528640009516348e-01,-3.954927401167390055e+00,3.649585234827987357e+00,3.717061746821341273e-01,4.259219265926549314e-01
1.045555555555555571e+00,2.483446809616851780e+01,6.783300882390627118e-01,1.597545183908754929e+01,7.001631473821325891e-01,3.379703019956168220e+01,6.163407061212416771e+00,-2.134888263983156165e+01,5.908858161453217406e+00,7.649697373021103886e+01,3.353895415438677219e+01,-1.327303226686484727e+01,6.810735380193479571e+00,4.519619642072414401e+00,4.314661086348921537e-01,-4.082043614131670495e+00,3.758593384737306753e+00,3.537168456715020781e-01,4.391953595500060481e-01
1.049444444444444624e+00,2.496648171853132325e+01,6.987709291283983326e-01,1.589232932754904404e+01,7.167543713356051560e-01,3.409627735003841309e+01,6.292342437242370856e+00,-2.139950659557759494e+01,5.924195395682211540e+00,7.740321481167761419e+01,3.403183434188144929e+01,-1.276237181120671593e+01,6.528497968834086507e+00,4.477903243298171354e+00,4.046385045256667978e-01,-4.211962356485239312e+00,3.870633974418849821e+00,3.354066020504886114e-01,4.527609846692799977e-01
1.053333333333333455e+00,2.509966595782560361e+01,7.198408530507323100e-01,1.580901380307222936e+01,7.336999853254225767e-01,3.439906816899889463e+01,6.423268834858872900e+00,-2.144814734164237890e+01,5.938103963846385724e+00,7.831945792493613112e+01,3.453300713092345120e+01,-1.225310757756712832e+01,6.258705098977054071e+00,4.438465824068406285e+00,3.810993101022472906e-01,-4.344755386803622166e+00,3.985800435508418893e+00,3.167710487249492668e-01,4.666246490551309578e-01
1.057222222222222285e+00,2.523403467101354991e+01,7.415426036150605249e-01,1.572551296740455129e+01,7.509771237478337635e-01,3.470544185988846664e+01,6.556216622179670495e+00,-2.149481044406146069e+01,5.950587209333019878e+00,7.924586112203533617e+01,3.504261782215260723e+01,-1.174530954373518021e+01,6.002798916984478872e+00,4.401183958619355963e+00,3.608866428072498023e-01,-4.480496364730571557e+00,4.104189170098831774e+00,2.978056794712720667e-01,4.807923580788902029e-01
1.061111111111111338e+00,2.536960186871555578e+01,7.638791886874597425e-01,1.564183450012026988e+01,7.685638857015506531e-01,3.501543824484723899e+01,6.691216836910975019e+00,-2.153950173970664395e+01,5.961648967679051836e+00,8.018258454321309614e+01,3.556081424565329741e+01,-1.123904701719006560e+01,5.762359874844137586e+00,4.365943170630870895e+00,3.440332195645331437e-01,-4.619260905530033767e+00,4.225899649990608076e+00,2.785058749160364555e-01,4.952702796487588599e-01
1.064999999999999947e+00,2.550638171763213791e+01,7.868538929377311142e-01,1.555798605757235897e+01,7.864393186448968009e-01,3.532909777290557685e+01,6.828301190725561298e+00,-2.158222733365657220e+01,5.971293554815029658e+00,8.112979045545510814e+01,3.608774681132280904e+01,-1.073438862348074530e+01,5.539097243570421547e+00,4.332637136673906930e+00,3.305494532245362160e-01,-4.761126636280629931e+00,4.351034520114276383e+00,2.588669004552757169e-01,5.100647482252593790e-01
1.068888888888888999e+00,2.564438854299817550e+01,8.104702874238065569e-01,1.547397527185459509e+01,8.045833936483518523e-01,3.564646152833096693e+01,6.967502074195731865e+00,-2.162299359652257635e+01,5.979525755737380877e+00,8.208764329164758067e+01,3.662356856018394069e+01,-1.023140229483700914e+01,5.334826325081551524e+00,4.301166973246822067e+00,3.204060789167945122e-01,-4.906173253765224729e+00,4.479699704688804296e+00,2.388839041119480422e-01,5.251822692486752819e-01
1.072777777777777830e+00,2.578363683106951854e+01,8.347322366592203613e-01,1.538980974977427429e+01,8.229769745123172164e-01,3.596757123912776422e+01,7.108852562259194485e+00,-2.166180716173062137e+01,5.986350813572638430e+00,8.305630969033313704e+01,3.716843521666191918e+01,-9.730155259015328184e+00,5.151428244051221128e+00,4.271440597342849976e+00,3.135197087362685542e-01,-5.054482584109224241e+00,4.612004515826251705e+00,2.185519143303080170e-01,5.406295228698699828e-01
1.076666666666666661e+00,2.592414123164341788e+01,8.596439035645021542e-01,1.530549707183544683e+01,8.416017826238304522e-01,3.629246928569327935e+01,7.252386420198067007e+00,-2.169867492276042142e+01,5.991774419000194030e+00,8.403595853608653954e+01,3.772250524184839549e+01,-9.230714028380075931e+00,4.990788936364782380e+00,4.243372151850614671e+00,3.097450099918436228e-01,-5.206138644223997858e+00,4.748061770208678922e+00,1.978658377056722317e-01,5.564133692552526433e-01
1.080555555555555713e+00,2.606591656061252849e+01,8.852097526602649147e-01,1.522104479123307641e+01,8.604403590753453290e-01,3.662119870963179835e+01,7.398138110112918220e+00,-2.173360403034250510e+01,5.995802700003673991e+00,8.502676100051857588e+01,3.828593988777205936e+01,-8.733144389223646442e+00,4.854716110546470453e+00,4.216881488246074561e+00,3.088759962521293589e-01,-5.361227705112747266e+00,4.887987903491298525e+00,1.768204566481590967e-01,5.725408523755376455e-01
1.084444444444444544e+00,2.620897780255373277e+01,9.114345518175573924e-01,1.513646043285812581e+01,8.794760252648995413e-01,3.695380322272928453e+01,7.546142797875874386e+00,-2.176660188961420772e+01,5.998442211923328493e+00,8.602889058392364063e+01,3.885890325269866707e+01,-8.237511391326471255e+00,4.744836851413144707e+00,4.191893700020416169e+00,3.106564474828525380e-01,-5.519838357098693749e+00,5.031903094390650644e+00,1.554104269788519344e-01,5.890192054171189406e-01
1.088333333333333375e+00,2.635334011335215365e+01,9.383233728418987063e-01,1.505175149231377851e+01,8.986928429378493455e-01,3.729032721609159040e+01,7.696436360548108979e+00,-2.179767615723557839e+01,5.999699927784702957e+00,8.704252315758313330e+01,3.944156233748308438e+01,-7.743879337759211445e+00,4.662483888023664313e+00,4.168338701131860446e+00,3.147968470836948751e-01,-5.682061577037331723e+00,5.179931389965491739e+00,1.336302754568080564e-01,6.058558552350854498e-01
1.092222222222222427e+00,2.649901882286092203e+01,9.658815911307497837e-01,1.496692543494296856e+01,9.180755744125445039e-01,3.763081576944818352e+01,7.849055394248625639e+00,-2.182683473846603661e+01,5.999583228880885244e+00,8.806783700673732085e+01,4.003408710299553519e+01,-7.252311774928918098e+00,4.608584159444470529e+00,4.146150844492749954e+00,3.209937260083859378e-01,-5.847990797576253286e+00,5.332200836025169366e+00,1.114743972352925105e-01,6.230584277336739252e-01
1.096111111111111036e+00,2.664602943759756215e+01,9.941148846110380299e-01,1.488198969486738932e+01,9.376096435518027628e-01,3.797531466062440586e+01,8.004037222462830670e+00,-2.185408578420287995e+01,5.998099895587882813e+00,8.910501287423974759e+01,4.063665052864514848e+01,-6.762871482870864703e+00,4.583567091186331766e+00,4.125268576125050046e+00,3.289474701714298344e-01,-6.017721978528599358e+00,5.488843612166401265e+00,8.893705324559064707e-02,6.406347526594718955e-01
1.100000000000000089e+00,2.679438764347749924e+01,1.023029232133694455e+00,1.479695167403798628e+01,9.572810978941199700e-01,3.832387037518504513e+01,8.161419904780558454e+00,-2.187943768798244193e+01,5.995258098394440793e+00,9.015423400490816164e+01,4.124942867202590691e+01,-6.275620465787310032e+00,4.587309699175802002e+00,4.105634121153464378e+00,3.383760328297426567e-01,-6.191353680428341555e+00,5.649996171427810410e+00,6.601236750658778796e-02,6.585928693412226309e-01
