redshift_derivative_order,ell,s_Mpc_h,value,jackknife_sigma
0.000000000000000000e+00,4.000000000000000000e+00,1.140000000000000000e+02,-1.579033886359803565e-03,1.574904811554883859e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.180000000000000000e+02,-2.020979206284247176e-04,1.720467307878796072e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.220000000000000000e+02,-1.604319404625955672e-03,1.673130797905138549e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.260000000000000000e+02,-9.225523027590007983e-04,1.366720473613366712e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.300000000000000000e+02,1.074070013410751345e-03,1.554403630699446653e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.340000000000000000e+02,1.243370219708185825e-03,1.539898027408135488e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.380000000000000000e+02,8.963950424456853389e-04,1.533474818744679641e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.420000000000000000e+02,7.837216341460881799e-05,1.392848889711121967e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.460000000000000000e+02,-1.878282442482102823e-03,1.332520734615717448e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.500000000000000000e+02,-8.396143928270644171e-04,1.529480491344545508e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.540000000000000000e+02,-1.265879228367890706e-03,1.222997430369361215e-03
0.000000000000000000e+00,4.000000000000000000e+00,1.580000000000000000e+02,-6.901046228257527552e-05,1.237634653758134477e-03
1.000000000000000000e+00,0.000000000000000000e+00,4.200000000000000000e+01,3.730894767027414464e-03,4.473553748728533071e-03
1.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01,5.208727382247020296e-03,4.274066824052213595e-03
1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,2.243126224954560097e-04,3.658211929626345709e-03
1.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,2.536505508136102302e-04,3.773592711907089794e-03
1.000000000000000000e+00,0.000000000000000000e+00,5.800000000000000000e+01,-2.648341664108750868e-03,3.264388939555484207e-03
1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,2.224435256581911401e-03,3.203897205975499932e-03
1.000000000000000000e+00,0.000000000000000000e+00,6.600000000000000000e+01,2.550059537133327319e-03,2.708244907830766567e-03
1.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,6.115989567682288608e-04,2.528886579026902101e-03
