redshift_derivative_order,ell,s_Mpc_h,value,jackknife_sigma
2.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+02,-2.010891293802766211e-02,2.607133095051197141e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.140000000000000000e+02,-1.048446578316056255e-02,2.507007583092085365e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.180000000000000000e+02,-1.601573499846497065e-02,2.404362604031821601e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.220000000000000000e+02,-6.401623812654286261e-02,2.127278055371105425e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.260000000000000000e+02,-9.656890828013292051e-04,2.140520251528495871e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.300000000000000000e+02,-1.844186332844406292e-02,2.461243617835383660e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.340000000000000000e+02,-1.491784305424683930e-03,2.068877997480597988e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.380000000000000000e+02,-5.667714140430046843e-03,2.021517261576796787e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.420000000000000000e+02,-8.473273724714446356e-03,2.141257317759131737e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.460000000000000000e+02,-1.520473445530504467e-03,2.044717363730035736e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+02,1.993561885658834409e-02,1.910047298275778863e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.540000000000000000e+02,-2.004224344841462960e-02,1.837103746202615323e-02
2.000000000000000000e+00,2.000000000000000000e+00,1.580000000000000000e+02,1.905475661378968136e-02,1.995098979134067585e-02
2.000000000000000000e+00,4.000000000000000000e+00,4.200000000000000000e+01,-2.252807153625555753e-03,6.446844473042639967e-02
2.000000000000000000e+00,4.000000000000000000e+00,4.600000000000000000e+01,-7.993759444899986577e-02,6.717200056055371016e-02
2.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+01,-7.501714469221450188e-02,5.565233447129866451e-02
2.000000000000000000e+00,4.000000000000000000e+00,5.400000000000000000e+01,-9.196879814628919347e-02,6.194435888655978190e-02
2.000000000000000000e+00,4.000000000000000000e+00,5.800000000000000000e+01,2.725018094429797894e-02,5.024191788026255434e-02
2.000000000000000000e+00,4.000000000000000000e+00,6.200000000000000000e+01,-3.163989218308108087e-02,5.167856388191866684e-02
2.000000000000000000e+00,4.000000000000000000e+00,6.600000000000000000e+01,-1.638703946083412341e-02,4.997976752340584777e-02
2.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+01,-1.825339672170349023e-02,4.926126538796579690e-02
2.000000000000000000e+00,4.000000000000000000e+00,7.400000000000000000e+01,-1.847495409190907240e-02,4.584013328818821453e-02
2.000000000000000000e+00,4.000000000000000000e+00,7.800000000000000000e+01,-1.430522894003390458e-02,4.379495467011308013e-02
2.000000000000000000e+00,4.000000000000000000e+00,8.200000000000000000e+01,1.267018461932162623e-02,4.374490013033713320e-02
2.000000000000000000e+00,4.000000000000000000e+00,8.600000000000000000e+01,4.094805218346668843e-03,4.024842423921788648e-02
2.000000000000000000e+00,4.000000000000000000e+00,9.000000000000000000e+01,3.132492874454254062e-02,3.924428516359358687e-02
2.000000000000000000e+00,4.000000000000000000e+00,9.400000000000000000e+01,-5.234449851812758570e-02,3.619562160012733398e-02
2.000000000000000000e+00,4.000000000000000000e+00,9.800000000000000000e+01,-4.319200169258817501e-03,3.964843727613508867e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.020000000000000000e+02,3.931143194069073449e-02,3.486354355736251409e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.060000000000000000e+02,4.841197529281921624e-02,3.312941276437445653e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.100000000000000000e+02,5.085586695886741559e-02,3.737229591593242695e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.140000000000000000e+02,7.875784788548521875e-03,3.282513115515109381e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.180000000000000000e+02,-3.785775236139045721e-04,3.480540145642637556e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.220000000000000000e+02,-3.839141488751227765e-02,3.078730332287702570e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.260000000000000000e+02,-2.157162364192120527e-02,2.831802850433437491e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.300000000000000000e+02,1.939971848525896825e-02,3.195082005041335188e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.340000000000000000e+02,-5.728758639998794006e-03,3.186099704881294181e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.380000000000000000e+02,-5.299277570647867308e-02,2.719122406782360432e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.420000000000000000e+02,1.684405375869067051e-02,2.400633628535804240e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.460000000000000000e+02,8.002443099439784241e-03,2.691148623447134347e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.500000000000000000e+02,1.876866914441223388e-02,2.645425382497728142e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.540000000000000000e+02,7.685608011093388384e-03,2.614374685883238264e-02
2.000000000000000000e+00,4.000000000000000000e+00,1.580000000000000000e+02,-2.312666821100020989e-03,2.605828721908787921e-02
